id,value
id_90,35.35403100138479
id_91,11.957460350877417
id_92,14.218295248834275
id_93,7.535962402779391
id_94,37.98308637067624
id_95,16.893096259674838
id_96,15.83451067596427
id_97,8.085896980363787
id_98,12.072655011921823
id_99,6.540972159901399
id_100,10.95918783169037
id_101,18.31878995620427
id_102,11.687123259107056
id_103,8.730725209859868
id_104,13.419060887809843
id_105,37.15315340804054
id_106,25.561315236105223
id_107,7.029213174240259
id_108,16.025880804736587
id_109,15.44007593537721
id_110,13.00701408374366
id_111,17.459409644455015
id_112,15.324338908257145
id_113,26.572857908441883
id_114,21.157180730603265
id_115,17.811707839062922
id_116,7.708553696867503
id_117,46.22360844102561
id_118,26.707983308216775
id_119,1.8532612384850422
id_120,1.7310196420358368
id_121,9.773124033217917
id_122,14.917790463382802
id_123,13.856137412311265
id_124,8.023502418673965
id_125,26.199960625985113
id_126,21.129894297240998
id_127,11.879531659389682
id_128,20.76419125531832
id_129,17.967002695247444
id_130,1.5839183174438909
id_131,35.09748274100614
id_132,15.07052447252068
id_133,23.53978640786824
id_134,25.93298397591509
id_135,22.180353688120345
id_136,9.929156998872052
id_137,21.51470241206126
id_138,79.4129043144012
id_139,64.13138260432952
id_140,28.57460371753935
id_141,20.232539827661753
id_142,24.39403426849352
id_143,7.797837743222209
id_144,10.487060296088517
id_145,10.978054370928735
id_146,19.120965567225014
id_147,9.020938212752005
id_148,11.64421713314343
id_149,15.639697995777142
id_150,48.43229763275889
id_151,20.997132156107558
id_152,24.304783830280332
id_153,14.717469798571507
id_154,15.558233316613874
id_155,26.257732172873396
id_156,21.867290204322465
id_157,35.95198349976738
id_158,3.664813629568497
id_159,20.211679672555178
id_160,45.58548406159087
id_161,18.5896231629175
id_162,61.85608359134937
id_163,18.77491465831071
id_164,35.42601383077977
id_165,24.07858285491169
id_166,22.921007720240485
id_167,-0.41987363578818904
id_168,67.35856015874738
id_169,18.78816394743777
id_170,17.40493510765959
id_171,72.32012387545807
id_172,20.744417150664443
id_173,1.8786028229526224
id_174,22.943747278977536
id_175,2.2418375313688736
id_176,6.829220463626875
id_177,16.273339284842322
id_178,19.660805229626025
id_179,21.47013278108165
id_180,44.139265388951756
id_181,29.839757029884435
id_182,27.56168347814136
id_183,11.804356719105801
id_184,7.310194438622151
id_185,40.91900665203109
id_186,36.24275095605521
id_187,36.16432917160772
id_188,15.57789333596916
id_189,22.235834854311623
id_190,14.706442748942393
id_191,16.47195746006433
id_192,32.438415537134226
id_193,75.35632968539164
id_194,29.872303492834472
id_195,12.765005277219997
id_196,63.977707888372
id_197,16.234801926515726
id_198,18.772259795339078
id_199,22.33686851242935
id_200,128.68767575822054
id_201,24.762866779774146
id_202,57.5769996227444
id_203,6.7460410872840075
id_204,60.630202779118896
id_205,36.28518613077635
id_206,14.874075184214602
id_207,12.957361758523213
id_208,65.13484385785385
id_209,15.124789720885696
id_210,30.822560921599987
id_211,70.51439070043361
id_212,21.081814918545415
id_213,114.57929478275533
id_214,41.40401459667199
id_215,78.77907223300744
id_216,95.36439500267528
id_217,72.98981812683053
id_218,30.684784092992448
id_219,18.61396906046625
id_220,31.15468240556333
id_221,55.45568266567044
id_222,27.672411763122707
id_223,39.207306510788264
id_224,43.80125004827042
id_225,7.337607310973991
id_226,3.5450768606580403
id_227,71.91154291912957
id_228,29.56995449005231
id_229,1.4736949153422194
id_230,40.34073592508093
id_231,13.438547316413473
id_232,20.0818902293445
id_233,8.616444228930463
id_234,12.402293834033381
id_235,22.88184482535654
id_236,12.328946093959415
id_237,-1.264226857149652
id_238,21.8386397547573
id_239,2.143832302525142
